    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (1,106,11,815,42,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (162,135,45,750,35,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (163,158,92,638,71,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (164,246,2,636,75,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (165,124,87,677,66,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (166,131,0,705,107,57);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (167,121,41,808,10,20);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (168,177,25,727,46,25);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (169,175,49,643,77,56);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (170,195,69,634,51,51);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (171,212,97,569,71,51);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (172,182,2,743,45,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (173,165,116,629,49,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (174,113,0,803,28,56);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (175,75,126,747,22,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (176,98,55,771,46,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (177,162,167,571,51,49);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (178,187,95,611,67,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (179,124,101,719,28,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (180,205,8,661,91,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (181,94,27,812,37,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (182,131,144,655,35,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (183,120,94,649,94,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (184,137,0,721,110,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (185,150,160,624,44,22);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (186,138,92,639,81,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (187,159,74,670,54,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (188,127,79,746,24,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (189,122,114,677,47,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (190,77,50,783,60,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (191,109,0,652,217,22);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (192,217,85,597,62,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (193,168,6,736,56,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (194,211,46,658,57,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (195,184,0,712,75,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (196,109,59,767,32,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (197,117,0,827,28,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (198,136,50,705,70,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (199,195,28,684,65,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (200,180,56,634,92,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (201,208,0,705,50,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (202,231,3,638,83,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (203,208,2,677,71,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (204,219,2,641,95,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (205,69,50,825,38,18);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (206,205,0,701,66,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (207,59,79,784,29,49);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (208,78,50,816,32,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (209,139,29,767,26,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (210,133,0,711,100,56);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (211,152,151,606,76,15);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (212,226,6,696,37,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (213,182,2,655,109,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (214,98,98,770,23,11);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (215,176,0,747,53,24);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (216,231,14,683,41,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (217,103,64,748,48,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (218,154,46,726,53,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (219,158,60,702,46,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (220,96,96,770,19,19);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (221,115,41,778,35,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (222,149,55,724,35,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (223,98,121,667,61,53);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (224,159,0,682,91,68);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (225,92,26,829,40,13);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (226,177,52,647,78,46);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (227,94,31,811,32,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (228,105,87,753,41,14);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (229,91,39,805,39,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (230,373,4,531,58,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (231,115,99,709,48,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (232,111,86,728,25,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (233,106,71,753,36,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (234,119,68,734,40,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (235,148,19,758,42,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (236,97,140,693,44,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (237,154,61,692,46,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (238,170,111,643,43,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (239,133,88,717,35,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (240,135,96,716,22,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (241,103,79,659,103,56);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (242,47,180,720,40,13);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (243,143,75,722,38,22);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (244,140,0,794,48,18);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (245,198,32,698,50,22);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (246,124,0,773,74,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (247,118,21,797,43,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (248,222,3,692,35,48);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (249,262,0,633,61,44);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (250,75,96,723,53,53);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (251,104,64,755,56,21);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (252,210,4,660,88,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (253,133,4,730,86,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (254,128,58,727,55,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (255,69,122,752,26,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (256,204,0,729,39,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (257,157,0,745,39,59);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (258,136,0,682,68,114);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (259,89,117,726,34,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (260,184,128,620,36,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (261,181,0,731,60,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (262,94,36,803,31,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (263,121,41,735,63,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (264,170,149,596,43,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (265,157,74,713,29,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (266,268,0,632,58,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (267,158,0,742,50,50);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (268,171,69,687,44,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (269,155,15,750,51,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (270,174,43,722,35,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (271,72,93,785,25,25);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (272,455,0,455,45,45);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (273,108,81,734,48,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (274,107,56,737,56,44);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (275,119,2,813,40,26);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (276,324,2,512,123,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (277,227,0,671,73,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (278,135,75,688,73,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (279,83,71,763,55,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (280,84,68,807,24,17);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (281,95,55,803,20,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (282,138,0,717,98,47);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (283,151,44,763,15,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (284,60,44,846,12,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (285,102,140,672,54,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (286,147,0,795,27,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (287,227,94,575,70,34);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (288,63,150,748,8,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (289,128,130,642,73,27);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (290,179,0,734,64,23);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (291,78,45,829,15,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (292,136,97,694,33,40);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (293,165,18,729,53,35);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (294,132,32,792,22,22);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (295,149,121,638,40,52);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (296,319,0,572,42,67);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (297,164,126,615,53,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (298,46,48,876,16,14);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (299,146,120,646,56,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (300,93,26,819,18,44);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (301,151,76,707,33,33);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (302,158,166,587,53,36);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (303,104,12,812,40,32);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (304,125,106,700,38,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (305,86,93,771,20,30);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (306,184,107,607,48,54);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (307,100,90,761,30,19);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (308,172,44,673,73,38);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (309,98,20,745,98,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (310,255,59,647,20,19);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (311,182,0,716,45,57);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (312,240,0,650,71,39);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (313,157,85,695,34,29);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (314,85,57,776,41,41);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (315,149,99,662,53,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (316,222,32,624,78,44);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (317,224,135,552,52,37);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (318,130,54,720,65,31);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (319,147,0,807,18,28);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (320,184,9,684,80,43);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (321,330,32,511,85,42);
    INSERT INTO PlayerTendancies (PlayerId, TwoPointTendancy, ThreePointTendancy, PassTendancy, FouledTendancy, TurnoverTendancy) VALUES (322,101,119,720,24,36);
